time_s,flow_Lps
3.9275,0.00265
3.9325,0.00262
3.9375,0.00260
3.9425,0.00257
3.9475,0.00255
3.9525,0.00252
3.9575,0.00250
3.9625,0.00248
3.9675,0.00245
3.9725,0.00243
3.9775,0.00241
3.9825,0.00238
3.9875,0.00236
3.9925,0.00234
3.9975,0.00232
4.0025,0.00229
4.0075,0.00227
4.0125,0.00225
4.0175,0.00223
4.0225,0.00221
4.0275,0.00219
4.0325,0.00217
4.0375,0.00215
4.0425,0.00213
4.0475,0.00211
4.0525,0.00209
4.0575,0.00207
4.0625,0.00205
4.0675,0.00203
4.0725,0.00201
4.0775,0.00199
4.0826,0.00197
4.0876,0.00195
4.0926,0.00193
4.0976,0.00192
4.1026,0.00190
4.1076,0.00188
4.1126,0.00186
4.1176,0.00184
4.1226,0.00183
4.1276,0.00181
4.1326,0.00179
4.1376,0.00178
4.1426,0.00176
4.1476,0.00174
4.1526,0.00173
4.1576,0.00171
4.1626,0.00169
4.1676,0.00168
4.1726,0.00166
4.1776,0.00165
4.1826,0.00163
4.1876,0.00161
4.1926,0.00160
4.1976,0.00158
4.2026,0.00157
4.2076,0.00155
4.2126,0.00154
4.2176,0.00153
4.2226,0.00151
4.2276,0.00150
4.2326,0.00148
4.2376,0.00147
4.2427,0.00145
4.2477,0.00144
4.2527,0.00143
4.2577,0.00141
4.2627,0.00140
4.2677,0.00139
4.2727,0.00137
4.2777,0.00136
4.2827,0.00135
4.2877,0.00134
4.2927,0.00132
4.2977,0.00131
4.3027,0.00130
4.3077,0.00129
4.3127,0.00127
4.3177,0.00126
4.3227,0.00125
4.3277,0.00124
4.3327,0.00123
4.3377,0.00121
4.3427,0.00120
4.3477,0.00119
4.3527,0.00118
4.3577,0.00117
4.3627,0.00116
4.3677,0.00115
4.3727,0.00114
4.3777,0.00113
4.3827,0.00112
4.3877,0.00110
4.3927,0.00109
4.3977,0.00108
4.4028,0.00107
4.4078,0.00106
4.4128,0.00105
4.4178,0.00104
4.4228,0.00103
4.4278,0.00102
4.4328,0.00101
4.4378,0.00100
4.4428,0.00100
4.4478,0.00099
4.4528,0.00098
4.4578,0.00097
4.4628,0.00096
4.4678,0.00095
4.4728,0.00094
4.4778,0.00093
4.4828,0.00092
4.4878,0.00091
4.4928,0.00090
4.4978,0.00090
4.5028,0.00089
4.5078,0.00088
4.5128,0.00087
4.5178,0.00086
4.5228,0.00085
4.5278,0.00085
4.5328,0.00084
4.5378,0.00083
4.5428,0.00082
4.5478,0.00082
4.5528,0.00081
4.5578,0.00080
4.5629,0.00079
4.5679,0.00078
4.5729,0.00078
4.5779,0.00077
4.5829,0.00076
4.5879,0.00076
4.5929,0.00075
4.5979,0.00074
4.6029,0.00073
4.6079,0.00073
4.6129,0.00072
4.6179,0.00071
4.6229,0.00071
4.6279,0.00070
4.6329,0.00069
4.6379,0.00069
4.6429,0.00068
4.6479,0.00067
4.6529,0.00067
4.6579,0.00066
4.6629,0.00066
4.6679,0.00065
4.6729,0.00064
4.6779,0.00064
4.6829,0.00063
4.6879,0.00062
4.6929,0.00062
4.6979,0.00061
4.7029,0.00061
4.7079,0.00060
4.7129,0.00060
4.7179,0.00059
4.7230,0.00058
4.7280,0.00058
4.7330,0.00057
4.7380,0.00057
4.7430,0.00056
4.7480,0.00056
4.7530,0.00055
4.7580,0.00055
4.7630,0.00054
4.7680,0.00054
4.7730,0.00053
4.7780,0.00053
4.7830,0.00052
4.7880,0.00052
4.7930,0.00051
4.7980,0.00051
4.8030,0.00050
4.8080,0.00050
4.8130,0.00049
4.8180,0.00049
4.8230,0.00048
4.8280,0.00048
4.8330,0.00047
4.8380,0.00047
4.8430,0.00047
4.8480,0.00046
4.8530,0.00046
4.8580,0.00045
4.8630,0.00045
4.8680,0.00044
4.8730,0.00044
4.8780,0.00044
4.8831,0.00043
4.8881,0.00043
4.8931,0.00042
4.8981,0.00042
4.9031,0.00042
4.9081,0.00041
4.9131,0.00041
4.9181,0.00040
4.9231,0.00040
4.9281,0.00040
4.9331,0.00039
4.9381,0.00039
4.9431,0.00039
4.9481,0.00038
4.9531,0.00038
4.9581,0.00037
4.9631,0.00037
4.9681,0.00037
4.9731,0.00036
4.9781,0.00036
4.9831,0.00036
4.9881,0.00035
4.9931,0.00035
4.9981,0.00035
5.0031,0.00034
5.0081,0.00034
5.0131,0.00034
5.0181,0.00033
5.0231,0.00033
5.0281,0.00033
5.0331,0.00032
5.0381,0.00032
5.0432,0.00032
5.0482,0.00032
5.0532,0.00031
5.0582,0.00031
5.0632,0.00031
5.0682,0.00030
5.0732,0.00030
5.0782,0.00030
5.0832,0.00030
5.0882,0.00029
5.0932,0.00029
5.0982,0.00029
5.1032,0.00028
5.1082,0.00028
5.1132,0.00028
5.1182,0.00028
5.1232,0.00027
5.1282,0.00027
5.1332,0.00027
5.1382,0.00027
5.1432,0.00026
5.1482,0.00026
5.1532,0.00026
5.1582,0.00026
5.1632,0.00025
5.1682,0.00025
5.1732,0.00025
5.1782,0.00025
5.1832,0.00024
5.1882,0.00024
5.1932,0.00024
5.1982,0.00024
5.2033,0.00024
5.2083,0.00023
5.2133,0.00023
5.2183,0.00023
5.2233,0.00023
5.2283,0.00022
5.2333,0.00022
5.2383,0.00022
5.2433,0.00022
5.2483,0.00022
5.2533,0.00021
5.2583,0.00021
5.2633,0.00021
5.2683,0.00021
5.2733,0.00021
5.2783,0.00020
5.2833,0.00020
5.2883,0.00020
5.2933,0.00020
5.2983,0.00020
5.3033,0.00019
5.3083,0.00019
5.3133,0.00019
5.3183,0.00019
5.3233,0.00019
5.3283,0.00019
5.3333,0.00018
5.3383,0.00018
5.3433,0.00018
5.3483,0.00018
5.3533,0.00018
5.3583,0.00018
5.3634,0.00017
5.3684,0.00017
5.3734,0.00017
5.3784,0.00017
5.3834,0.00017
5.3884,0.00017
5.3934,0.00016
5.3984,0.00016
5.4034,0.00016
5.4084,0.00016
5.4134,0.00016
5.4184,0.00016
5.4234,0.00015
5.4284,0.00015
5.4334,0.00015
5.4384,0.00015
5.4434,0.00015
5.4484,0.00015
5.4534,0.00015
5.4584,0.00014
5.4634,0.00014
5.4684,0.00014
5.4734,0.00014
5.4784,0.00014
5.4834,0.00014
5.4884,0.00014
5.4934,0.00014
5.4984,0.00013
5.5034,0.00013
5.5084,0.00013
5.5134,0.00013
5.5184,0.00013
5.5235,0.00013
5.5285,0.00013
5.5335,0.00013
5.5385,0.00012
5.5435,0.00012
5.5485,0.00012
5.5535,0.00012
5.5585,0.00012
5.5635,0.00012
5.5685,0.00012
5.5735,0.00012
5.5785,0.00012
5.5835,0.00011
5.5885,0.00011
5.5935,0.00011
5.5985,0.00011
5.6035,0.00011
5.6085,0.00011
5.6135,0.00011
5.6185,0.00011
5.6235,0.00011
5.6285,0.00010
5.6335,0.00010
5.6385,0.00010
5.6435,0.00010
5.6485,0.00010
5.6535,0.00010
5.6585,0.00010
5.6635,0.00010
5.6685,0.00010
5.6735,0.00010
5.6785,0.00010
5.6836,0.00009
5.6886,0.00009
5.6936,0.00009
5.6986,0.00009
5.7036,0.00009
5.7086,0.00009
5.7136,0.00009
5.7186,0.00009
5.7236,0.00009
5.7286,0.00009
5.7336,0.00009
5.7386,0.00009
5.7436,0.00008
5.7486,0.00008
5.7536,0.00008
5.7586,0.00008
5.7636,0.00008
5.7686,0.00008
5.7736,0.00008
5.7786,0.00008
5.7836,0.00008
5.7886,0.00008
5.7936,0.00008
5.7986,0.00008
5.8036,0.00008
5.8086,0.00007
5.8136,0.00007
5.8186,0.00007
5.8236,0.00007
5.8286,0.00007
5.8336,0.00007
5.8386,0.00007
5.8437,0.00007
5.8487,0.00007
5.8537,0.00007
5.8587,0.00007
5.8637,0.00007
5.8687,0.00007
5.8737,0.00007
5.8787,0.00007
5.8837,0.00006
5.8887,0.00006
5.8937,0.00006
5.8987,0.00006
5.9037,0.00006
5.9087,0.00006
5.9137,0.00006
5.9187,0.00006
5.9237,0.00006
5.9287,0.00006
5.9337,0.00006
5.9387,0.00006
5.9437,0.00006
5.9487,0.00006
5.9537,0.00006
5.9587,0.00006
5.9637,0.00006
5.9687,0.00006
5.9737,0.00005
5.9787,0.00005
5.9837,0.00005
5.9887,0.00005
5.9937,0.00005
5.9987,0.00005
6.0038,0.00005
6.0088,0.00005
6.0138,0.00005
6.0188,0.00005
6.0238,0.00005
6.0288,0.00005
6.0338,0.00005
6.0388,0.00005
6.0438,0.00005
6.0488,0.00005
6.0538,0.00005
6.0588,0.00005
6.0638,0.00005
6.0688,0.00005
6.0738,0.00005
6.0788,0.00004
6.0838,0.00004
6.0888,0.00004
6.0938,0.00004
6.0988,0.00004
6.1038,0.00004
6.1088,0.00004
6.1138,0.00004
6.1188,0.00004
6.1238,0.00004
6.1288,0.00004
6.1338,0.00004
6.1388,0.00004
6.1438,0.00004
6.1488,0.00004
6.1538,0.00004
6.1588,0.00004
6.1639,0.00004
6.1689,0.00004
6.1739,0.00004
6.1789,0.00004
6.1839,0.00004
6.1889,0.00004
6.1939,0.00004
6.1989,0.00004
6.2039,0.00004
6.2089,0.00003
6.2139,0.00003
6.2189,0.00003
6.2239,0.00003
6.2289,0.00003
6.2339,0.00003
6.2389,0.00003
6.2439,0.00003
6.2489,0.00003
6.2539,0.00003
6.2589,0.00003
6.2639,0.00003
6.2689,0.00003
6.2739,0.00003
6.2789,0.00003
6.2839,0.00003
6.2889,0.00003
6.2939,0.00003
6.2989,0.00003
6.3039,0.00003
6.3089,0.00003
6.3139,0.00003
6.3189,0.00003
6.3240,0.00003
6.3290,0.00003
6.3340,0.00003
6.3390,0.00003
6.3440,0.00003
6.3490,0.00003
6.3540,0.00003
6.3590,0.00003
6.3640,0.00003
6.3690,0.00003
6.3740,0.00003
6.3790,0.00003
6.3840,0.00003
6.3890,0.00002
6.3940,0.00002
6.3990,0.00002
6.4040,0.00002
6.4090,0.00002
6.4140,0.00002
6.4190,0.00002
6.4240,0.00002
6.4290,0.00002
6.4340,0.00002
6.4390,0.00002
6.4440,0.00002
6.4490,0.00002
6.4540,0.00002
6.4590,0.00002
6.4640,0.00002
6.4690,0.00002
6.4740,0.00002
6.4790,0.00002
6.4841,0.00002
6.4891,0.00002
6.4941,0.00002
6.4991,0.00002
6.5041,0.00002
6.5091,0.00002
6.5141,0.00002
6.5191,0.00002
6.5241,0.00002
6.5291,0.00002
6.5341,0.00002
6.5391,0.00002
6.5441,0.00002
6.5491,0.00002
6.5541,0.00002
6.5591,0.00002
6.5641,0.00002
6.5691,0.00002
6.5741,0.00002
6.5791,0.00002
6.5841,0.00002
6.5891,0.00002
6.5941,0.00002
6.5991,0.00002
6.6041,0.00002
6.6091,0.00002
6.6141,0.00002
6.6191,0.00002
6.6241,0.00002
6.6291,0.00002
6.6341,0.00002
6.6391,0.00002
6.6442,0.00002
6.6492,0.00002
6.6542,0.00001
6.6592,0.00001
6.6642,0.00001
6.6692,0.00001
6.6742,0.00001
6.6792,0.00001
6.6842,0.00001
6.6892,0.00001
6.6942,0.00001
6.6992,0.00001
6.7042,0.00001
6.7092,0.00001
6.7142,0.00001
6.7192,0.00001
6.7242,0.00001
6.7292,0.00001
6.7342,0.00001
6.7392,0.00001
6.7442,0.00001
6.7492,0.00001
6.7542,0.00001
6.7592,0.00001
6.7642,0.00001
6.7692,0.00001
6.7742,0.00001
6.7792,0.00001
6.7842,0.00001
6.7892,0.00001
6.7942,0.00001
6.7992,0.00001
6.8043,0.00001
6.8093,0.00001
6.8143,0.00001
6.8193,0.00001
6.8243,0.00001
6.8293,0.00001
6.8343,0.00001
6.8393,0.00001
6.8443,0.00001
6.8493,0.00001
6.8543,0.00001
6.8593,0.00001
6.8643,0.00001
6.8693,0.00001
6.8743,0.00001
6.8793,0.00001
6.8843,0.00001
6.8893,0.00001
6.8943,0.00001
6.8993,0.00001
6.9043,0.00001
6.9093,0.00001
6.9143,0.00001
6.9193,0.00001
6.9243,0.00001
6.9293,0.00001
6.9343,0.00001
6.9393,0.00001
6.9443,0.00001
6.9493,0.00001
6.9543,0.00001
6.9593,0.00001
6.9644,0.00001
6.9694,0.00001
6.9744,0.00001
6.9794,0.00001
6.9844,0.00001
