time_s,flow_Lps
1.3759,0.81339
1.3809,0.80636
1.3859,0.79939
1.3909,0.79248
1.3959,0.78563
1.4009,0.77885
1.4059,0.77212
1.4109,0.76544
1.4159,0.75883
1.4209,0.75227
1.4259,0.74577
1.4309,0.73933
1.4359,0.73294
1.4409,0.72661
1.4459,0.72033
1.4509,0.71410
1.4559,0.70793
1.4609,0.70182
1.4659,0.69575
1.4709,0.68974
1.4759,0.68378
1.4809,0.67787
1.4859,0.67201
1.4909,0.66621
1.4959,0.66045
1.5009,0.65474
1.5059,0.64909
1.5109,0.64348
1.5159,0.63792
1.5210,0.63241
1.5260,0.62694
1.5310,0.62152
1.5360,0.61615
1.5410,0.61083
1.5460,0.60555
1.5510,0.60032
1.5560,0.59513
1.5610,0.58999
1.5660,0.58489
1.5710,0.57984
1.5760,0.57483
1.5810,0.56986
1.5860,0.56494
1.5910,0.56005
1.5960,0.55521
1.6010,0.55042
1.6060,0.54566
1.6110,0.54095
1.6160,0.53627
1.6210,0.53164
1.6260,0.52704
1.6310,0.52249
1.6360,0.51797
1.6410,0.51350
1.6460,0.50906
1.6510,0.50466
1.6560,0.50030
1.6610,0.49598
1.6660,0.49169
1.6710,0.48745
1.6760,0.48323
1.6811,0.47906
1.6861,0.47492
1.6911,0.47081
1.6961,0.46675
1.7011,0.46271
1.7061,0.45871
1.7111,0.45475
1.7161,0.45082
1.7211,0.44693
1.7261,0.44306
1.7311,0.43924
1.7361,0.43544
1.7411,0.43168
1.7461,0.42795
1.7511,0.42425
1.7561,0.42058
1.7611,0.41695
1.7661,0.41335
1.7711,0.40978
1.7761,0.40623
1.7811,0.40272
1.7861,0.39924
1.7911,0.39579
1.7961,0.39237
1.8011,0.38898
1.8061,0.38562
1.8111,0.38229
1.8161,0.37899
1.8211,0.37571
1.8261,0.37247
1.8311,0.36925
1.8361,0.36606
1.8412,0.36289
1.8462,0.35976
1.8512,0.35665
1.8562,0.35357
1.8612,0.35051
1.8662,0.34748
1.8712,0.34448
1.8762,0.34150
1.8812,0.33855
1.8862,0.33563
1.8912,0.33273
1.8962,0.32985
1.9012,0.32700
1.9062,0.32418
1.9112,0.32138
1.9162,0.31860
1.9212,0.31585
1.9262,0.31312
1.9312,0.31041
1.9362,0.30773
1.9412,0.30507
1.9462,0.30243
1.9512,0.29982
1.9562,0.29723
1.9612,0.29466
1.9662,0.29212
1.9712,0.28959
1.9762,0.28709
1.9812,0.28461
1.9862,0.28215
1.9912,0.27971
1.9962,0.27729
2.0013,0.27490
2.0063,0.27252
2.0113,0.27017
2.0163,0.26783
2.0213,0.26552
2.0263,0.26323
2.0313,0.26095
2.0363,0.25870
2.0413,0.25646
2.0463,0.25424
2.0513,0.25205
2.0563,0.24987
2.0613,0.24771
2.0663,0.24557
2.0713,0.24345
2.0763,0.24134
2.0813,0.23926
2.0863,0.23719
2.0913,0.23514
2.0963,0.23311
2.1013,0.23110
2.1063,0.22910
2.1113,0.22712
2.1163,0.22516
2.1213,0.22321
2.1263,0.22128
2.1313,0.21937
2.1363,0.21748
2.1413,0.21560
2.1463,0.21373
2.1513,0.21189
2.1563,0.21006
2.1614,0.20824
2.1664,0.20644
2.1714,0.20466
2.1764,0.20289
2.1814,0.20114
2.1864,0.19940
2.1914,0.19767
2.1964,0.19597
2.2014,0.19427
2.2064,0.19259
2.2114,0.19093
2.2164,0.18928
2.2214,0.18764
2.2264,0.18602
2.2314,0.18442
2.2364,0.18282
2.2414,0.18124
2.2464,0.17968
2.2514,0.17812
2.2564,0.17658
2.2614,0.17506
2.2664,0.17355
2.2714,0.17205
2.2764,0.17056
2.2814,0.16909
2.2864,0.16763
2.2914,0.16618
2.2964,0.16474
2.3014,0.16332
2.3064,0.16191
2.3114,0.16051
2.3164,0.15912
2.3215,0.15775
2.3265,0.15638
2.3315,0.15503
2.3365,0.15369
2.3415,0.15236
2.3465,0.15105
2.3515,0.14974
2.3565,0.14845
2.3615,0.14717
2.3665,0.14589
2.3715,0.14463
2.3765,0.14338
2.3815,0.14214
2.3865,0.14092
2.3915,0.13970
2.3965,0.13849
2.4015,0.13729
2.4065,0.13611
2.4115,0.13493
2.4165,0.13377
2.4215,0.13261
2.4265,0.13146
2.4315,0.13033
2.4365,0.12920
2.4415,0.12809
2.4465,0.12698
2.4515,0.12588
2.4565,0.12479
2.4615,0.12372
2.4665,0.12265
2.4715,0.12159
2.4765,0.12054
2.4816,0.11949
2.4866,0.11846
2.4916,0.11744
2.4966,0.11642
2.5016,0.11542
2.5066,0.11442
2.5116,0.11343
2.5166,0.11245
2.5216,0.11148
2.5266,0.11052
2.5316,0.10956
2.5366,0.10862
2.5416,0.10768
2.5466,0.10675
2.5516,0.10582
2.5566,0.10491
2.5616,0.10400
2.5666,0.10310
2.5716,0.10221
2.5766,0.10133
2.5816,0.10045
2.5866,0.09959
2.5916,0.09873
2.5966,0.09787
2.6016,0.09703
2.6066,0.09619
2.6116,0.09536
2.6166,0.09453
2.6216,0.09372
2.6266,0.09291
2.6316,0.09210
2.6366,0.09131
2.6417,0.09052
2.6467,0.08974
2.6517,0.08896
2.6567,0.08819
2.6617,0.08743
2.6667,0.08668
2.6717,0.08593
2.6767,0.08518
2.6817,0.08445
2.6867,0.08372
2.6917,0.08299
2.6967,0.08228
2.7017,0.08157
2.7067,0.08086
2.7117,0.08016
2.7167,0.07947
2.7217,0.07878
2.7267,0.07810
2.7317,0.07743
2.7367,0.07676
2.7417,0.07610
2.7467,0.07544
2.7517,0.07479
2.7567,0.07414
2.7617,0.07350
2.7667,0.07286
2.7717,0.07223
2.7767,0.07161
2.7817,0.07099
2.7867,0.07038
2.7917,0.06977
2.7967,0.06917
2.8018,0.06857
2.8068,0.06798
2.8118,0.06739
2.8168,0.06681
2.8218,0.06623
2.8268,0.06566
2.8318,0.06509
2.8368,0.06453
2.8418,0.06397
2.8468,0.06342
2.8518,0.06287
2.8568,0.06233
2.8618,0.06179
2.8668,0.06125
2.8718,0.06072
2.8768,0.06020
2.8818,0.05968
2.8868,0.05916
2.8918,0.05865
2.8968,0.05815
2.9018,0.05764
2.9068,0.05715
2.9118,0.05665
2.9168,0.05616
2.9218,0.05568
2.9268,0.05520
2.9318,0.05472
2.9368,0.05425
2.9418,0.05378
2.9468,0.05331
2.9518,0.05285
2.9568,0.05240
2.9619,0.05194
2.9669,0.05149
2.9719,0.05105
2.9769,0.05061
2.9819,0.05017
2.9869,0.04974
2.9919,0.04931
2.9969,0.04888
3.0019,0.04846
3.0069,0.04804
3.0119,0.04763
3.0169,0.04721
3.0219,0.04681
3.0269,0.04640
3.0319,0.04600
3.0369,0.04560
3.0419,0.04521
3.0469,0.04482
3.0519,0.04443
3.0569,0.04405
3.0619,0.04367
3.0669,0.04329
3.0719,0.04291
3.0769,0.04254
3.0819,0.04218
3.0869,0.04181
3.0919,0.04145
3.0969,0.04109
3.1019,0.04074
3.1069,0.04039
3.1119,0.04004
3.1169,0.03969
3.1220,0.03935
3.1270,0.03901
3.1320,0.03867
3.1370,0.03834
3.1420,0.03801
3.1470,0.03768
3.1520,0.03735
3.1570,0.03703
3.1620,0.03671
3.1670,0.03639
3.1720,0.03608
3.1770,0.03577
3.1820,0.03546
3.1870,0.03515
3.1920,0.03485
3.1970,0.03454
3.2020,0.03425
3.2070,0.03395
3.2120,0.03366
3.2170,0.03337
3.2220,0.03308
3.2270,0.03279
3.2320,0.03251
3.2370,0.03223
3.2420,0.03195
3.2470,0.03167
3.2520,0.03140
3.2570,0.03113
3.2620,0.03086
3.2670,0.03059
3.2720,0.03033
3.2770,0.03007
3.2821,0.02981
3.2871,0.02955
3.2921,0.02929
3.2971,0.02904
3.3021,0.02879
3.3071,0.02854
3.3121,0.02829
3.3171,0.02805
3.3221,0.02781
3.3271,0.02757
3.3321,0.02733
3.3371,0.02709
3.3421,0.02686
3.3471,0.02663
3.3521,0.02640
3.3571,0.02617
3.3621,0.02594
3.3671,0.02572
3.3721,0.02550
3.3771,0.02528
3.3821,0.02506
3.3871,0.02484
3.3921,0.02463
3.3971,0.02441
3.4021,0.02420
3.4071,0.02399
3.4121,0.02379
3.4171,0.02358
3.4221,0.02338
3.4271,0.02317
3.4321,0.02297
3.4371,0.02278
3.4422,0.02258
3.4472,0.02238
3.4522,0.02219
3.4572,0.02200
3.4622,0.02181
3.4672,0.02162
3.4722,0.02143
3.4772,0.02125
3.4822,0.02106
3.4872,0.02088
3.4922,0.02070
3.4972,0.02052
3.5022,0.02035
3.5072,0.02017
3.5122,0.02000
3.5172,0.01982
3.5222,0.01965
3.5272,0.01948
3.5322,0.01931
3.5372,0.01915
3.5422,0.01898
3.5472,0.01882
3.5522,0.01865
3.5572,0.01849
3.5622,0.01833
3.5672,0.01818
3.5722,0.01802
3.5772,0.01786
3.5822,0.01771
3.5872,0.01756
3.5922,0.01740
3.5972,0.01725
3.6023,0.01710
3.6073,0.01696
3.6123,0.01681
3.6173,0.01666
3.6223,0.01652
3.6273,0.01638
3.6323,0.01624
3.6373,0.01610
3.6423,0.01596
3.6473,0.01582
3.6523,0.01568
3.6573,0.01555
3.6623,0.01541
3.6673,0.01528
3.6723,0.01515
3.6773,0.01502
3.6823,0.01489
3.6873,0.01476
3.6923,0.01463
3.6973,0.01450
3.7023,0.01438
3.7073,0.01425
3.7123,0.01413
3.7173,0.01401
3.7223,0.01389
3.7273,0.01377
3.7323,0.01365
3.7373,0.01353
3.7423,0.01341
3.7473,0.01330
3.7523,0.01318
3.7573,0.01307
3.7624,0.01296
3.7674,0.01284
3.7724,0.01273
3.7774,0.01262
3.7824,0.01251
3.7874,0.01241
3.7924,0.01230
3.7974,0.01219
3.8024,0.01209
3.8074,0.01198
3.8124,0.01188
3.8174,0.01178
3.8224,0.01168
3.8274,0.01157
3.8324,0.01147
3.8374,0.01138
3.8424,0.01128
3.8474,0.01118
3.8524,0.01108
3.8574,0.01099
3.8624,0.01089
3.8674,0.01080
3.8724,0.01070
3.8774,0.01061
3.8824,0.01052
3.8874,0.01043
3.8924,0.01034
3.8974,0.01025
3.9024,0.01016
3.9074,0.01007
3.9124,0.00999
3.9174,0.00990
3.9225,0.00981
3.9275,0.00973
3.9325,0.00965
3.9375,0.00956
3.9425,0.00948
3.9475,0.00940
3.9525,0.00932
3.9575,0.00924
3.9625,0.00916
3.9675,0.00908
3.9725,0.00900
3.9775,0.00892
3.9825,0.00884
3.9875,0.00877
3.9925,0.00869
3.9975,0.00862
4.0025,0.00854
4.0075,0.00847
4.0125,0.00840
4.0175,0.00832
4.0225,0.00825
4.0275,0.00818
4.0325,0.00811
4.0375,0.00804
4.0425,0.00797
4.0475,0.00790
4.0525,0.00783
4.0575,0.00776
4.0625,0.00770
4.0675,0.00763
4.0725,0.00756
4.0775,0.00750
4.0826,0.00743
4.0876,0.00737
4.0926,0.00731
4.0976,0.00724
4.1026,0.00718
4.1076,0.00712
4.1126,0.00706
4.1176,0.00700
4.1226,0.00694
4.1276,0.00688
4.1326,0.00682
4.1376,0.00676
4.1426,0.00670
4.1476,0.00664
4.1526,0.00658
4.1576,0.00653
4.1626,0.00647
4.1676,0.00642
4.1726,0.00636
4.1776,0.00630
4.1826,0.00625
4.1876,0.00620
4.1926,0.00614
4.1976,0.00609
4.2026,0.00604
4.2076,0.00598
4.2126,0.00593
4.2176,0.00588
4.2226,0.00583
4.2276,0.00578
4.2326,0.00573
4.2376,0.00568
4.2427,0.00563
4.2477,0.00558
4.2527,0.00554
4.2577,0.00549
4.2627,0.00544
4.2677,0.00539
4.2727,0.00535
4.2777,0.00530
4.2827,0.00525
4.2877,0.00521
4.2927,0.00516
4.2977,0.00512
4.3027,0.00507
4.3077,0.00503
4.3127,0.00499
4.3177,0.00494
4.3227,0.00490
4.3277,0.00486
4.3327,0.00482
4.3377,0.00478
4.3427,0.00473
4.3477,0.00469
4.3527,0.00465
4.3577,0.00461
4.3627,0.00457
4.3677,0.00453
4.3727,0.00449
4.3777,0.00446
4.3827,0.00442
4.3877,0.00438
4.3927,0.00434
4.3977,0.00430
4.4028,0.00427
4.4078,0.00423
4.4128,0.00419
4.4178,0.00416
4.4228,0.00412
4.4278,0.00409
4.4328,0.00405
4.4378,0.00401
4.4428,0.00398
4.4478,0.00395
4.4528,0.00391
4.4578,0.00388
4.4628,0.00384
4.4678,0.00381
4.4728,0.00378
4.4778,0.00375
4.4828,0.00371
4.4878,0.00368
4.4928,0.00365
4.4978,0.00362
4.5028,0.00359
4.5078,0.00356
4.5128,0.00352
4.5178,0.00349
4.5228,0.00346
4.5278,0.00343
4.5328,0.00340
4.5378,0.00338
4.5428,0.00335
4.5478,0.00332
4.5528,0.00329
4.5578,0.00326
4.5629,0.00323
4.5679,0.00320
4.5729,0.00318
4.5779,0.00315
4.5829,0.00312
4.5879,0.00309
4.5929,0.00307
4.5979,0.00304
4.6029,0.00302
4.6079,0.00299
4.6129,0.00296
4.6179,0.00294
4.6229,0.00291
4.6279,0.00289
4.6329,0.00286
4.6379,0.00284
4.6429,0.00281
4.6479,0.00279
4.6529,0.00276
4.6579,0.00274
4.6629,0.00272
4.6679,0.00269
4.6729,0.00267
4.6779,0.00265
4.6829,0.00262
4.6879,0.00260
4.6929,0.00258
4.6979,0.00256
4.7029,0.00253
4.7079,0.00251
4.7129,0.00249
4.7179,0.00247
4.7230,0.00245
4.7280,0.00243
4.7330,0.00241
4.7380,0.00239
4.7430,0.00236
4.7480,0.00234
4.7530,0.00232
4.7580,0.00230
4.7630,0.00228
4.7680,0.00226
4.7730,0.00224
4.7780,0.00223
4.7830,0.00221
4.7880,0.00219
4.7930,0.00217
4.7980,0.00215
4.8030,0.00213
4.8080,0.00211
4.8130,0.00209
4.8180,0.00208
4.8230,0.00206
4.8280,0.00204
4.8330,0.00202
4.8380,0.00201
4.8430,0.00199
4.8480,0.00197
4.8530,0.00195
4.8580,0.00194
4.8630,0.00192
4.8680,0.00190
4.8730,0.00189
4.8780,0.00187
4.8831,0.00185
4.8881,0.00184
4.8931,0.00182
4.8981,0.00181
4.9031,0.00179
4.9081,0.00178
4.9131,0.00176
4.9181,0.00175
4.9231,0.00173
4.9281,0.00172
4.9331,0.00170
4.9381,0.00169
4.9431,0.00167
4.9481,0.00166
4.9531,0.00164
4.9581,0.00163
4.9631,0.00161
4.9681,0.00160
4.9731,0.00159
4.9781,0.00157
4.9831,0.00156
4.9881,0.00155
4.9931,0.00153
4.9981,0.00152
5.0031,0.00151
5.0081,0.00149
5.0131,0.00148
5.0181,0.00147
5.0231,0.00145
5.0281,0.00144
5.0331,0.00143
5.0381,0.00142
5.0432,0.00140
5.0482,0.00139
5.0532,0.00138
5.0582,0.00137
5.0632,0.00136
5.0682,0.00135
5.0732,0.00133
5.0782,0.00132
5.0832,0.00131
5.0882,0.00130
5.0932,0.00129
5.0982,0.00128
5.1032,0.00127
5.1082,0.00125
5.1132,0.00124
5.1182,0.00123
5.1232,0.00122
5.1282,0.00121
5.1332,0.00120
5.1382,0.00119
5.1432,0.00118
5.1482,0.00117
5.1532,0.00116
5.1582,0.00115
5.1632,0.00114
5.1682,0.00113
5.1732,0.00112
5.1782,0.00111
5.1832,0.00110
5.1882,0.00109
5.1932,0.00108
5.1982,0.00107
5.2033,0.00106
5.2083,0.00105
5.2133,0.00105
5.2183,0.00104
5.2233,0.00103
5.2283,0.00102
5.2333,0.00101
5.2383,0.00100
5.2433,0.00099
5.2483,0.00098
5.2533,0.00098
5.2583,0.00097
5.2633,0.00096
5.2683,0.00095
5.2733,0.00094
5.2783,0.00093
5.2833,0.00093
5.2883,0.00092
5.2933,0.00091
5.2983,0.00090
5.3033,0.00089
5.3083,0.00089
5.3133,0.00088
5.3183,0.00087
5.3233,0.00086
5.3283,0.00086
5.3333,0.00085
5.3383,0.00084
5.3433,0.00083
5.3483,0.00083
5.3533,0.00082
5.3583,0.00081
5.3634,0.00081
5.3684,0.00080
5.3734,0.00079
5.3784,0.00079
5.3834,0.00078
5.3884,0.00077
5.3934,0.00077
5.3984,0.00076
5.4034,0.00075
5.4084,0.00075
5.4134,0.00074
5.4184,0.00073
5.4234,0.00073
5.4284,0.00072
5.4334,0.00071
5.4384,0.00071
5.4434,0.00070
5.4484,0.00070
5.4534,0.00069
5.4584,0.00068
5.4634,0.00068
5.4684,0.00067
5.4734,0.00067
5.4784,0.00066
5.4834,0.00065
5.4884,0.00065
5.4934,0.00064
5.4984,0.00064
5.5034,0.00063
5.5084,0.00063
5.5134,0.00062
5.5184,0.00062
5.5235,0.00061
5.5285,0.00061
5.5335,0.00060
5.5385,0.00059
5.5435,0.00059
5.5485,0.00058
5.5535,0.00058
5.5585,0.00057
5.5635,0.00057
5.5685,0.00056
5.5735,0.00056
5.5785,0.00056
5.5835,0.00055
5.5885,0.00055
5.5935,0.00054
5.5985,0.00054
5.6035,0.00053
5.6085,0.00053
5.6135,0.00052
5.6185,0.00052
5.6235,0.00051
5.6285,0.00051
5.6335,0.00050
5.6385,0.00050
5.6435,0.00050
5.6485,0.00049
5.6535,0.00049
5.6585,0.00048
5.6635,0.00048
5.6685,0.00047
5.6735,0.00047
5.6785,0.00047
5.6836,0.00046
5.6886,0.00046
5.6936,0.00045
5.6986,0.00045
5.7036,0.00045
5.7086,0.00044
5.7136,0.00044
5.7186,0.00044
5.7236,0.00043
5.7286,0.00043
5.7336,0.00042
5.7386,0.00042
5.7436,0.00042
5.7486,0.00041
5.7536,0.00041
5.7586,0.00041
5.7636,0.00040
5.7686,0.00040
5.7736,0.00040
5.7786,0.00039
5.7836,0.00039
5.7886,0.00039
5.7936,0.00038
5.7986,0.00038
5.8036,0.00038
5.8086,0.00037
5.8136,0.00037
5.8186,0.00037
5.8236,0.00036
5.8286,0.00036
5.8336,0.00036
5.8386,0.00035
5.8437,0.00035
5.8487,0.00035
5.8537,0.00034
5.8587,0.00034
5.8637,0.00034
5.8687,0.00034
5.8737,0.00033
5.8787,0.00033
5.8837,0.00033
5.8887,0.00032
5.8937,0.00032
5.8987,0.00032
5.9037,0.00032
5.9087,0.00031
5.9137,0.00031
5.9187,0.00031
5.9237,0.00030
5.9287,0.00030
5.9337,0.00030
5.9387,0.00030
5.9437,0.00029
5.9487,0.00029
5.9537,0.00029
5.9587,0.00029
5.9637,0.00028
5.9687,0.00028
5.9737,0.00028
5.9787,0.00028
5.9837,0.00027
5.9887,0.00027
5.9937,0.00027
5.9987,0.00027
6.0038,0.00027
6.0088,0.00026
6.0138,0.00026
6.0188,0.00026
6.0238,0.00026
6.0288,0.00025
6.0338,0.00025
6.0388,0.00025
6.0438,0.00025
6.0488,0.00025
6.0538,0.00024
6.0588,0.00024
6.0638,0.00024
6.0688,0.00024
6.0738,0.00024
6.0788,0.00023
6.0838,0.00023
6.0888,0.00023
6.0938,0.00023
6.0988,0.00023
6.1038,0.00022
6.1088,0.00022
6.1138,0.00022
6.1188,0.00022
6.1238,0.00022
6.1288,0.00021
6.1338,0.00021
6.1388,0.00021
6.1438,0.00021
6.1488,0.00021
6.1538,0.00020
6.1588,0.00020
6.1639,0.00020
6.1689,0.00020
6.1739,0.00020
6.1789,0.00020
6.1839,0.00019
6.1889,0.00019
6.1939,0.00019
6.1989,0.00019
6.2039,0.00019
6.2089,0.00019
6.2139,0.00018
6.2189,0.00018
6.2239,0.00018
6.2289,0.00018
6.2339,0.00018
6.2389,0.00018
6.2439,0.00018
6.2489,0.00017
6.2539,0.00017
6.2589,0.00017
6.2639,0.00017
6.2689,0.00017
6.2739,0.00017
6.2789,0.00016
6.2839,0.00016
6.2889,0.00016
6.2939,0.00016
6.2989,0.00016
6.3039,0.00016
6.3089,0.00016
6.3139,0.00015
6.3189,0.00015
6.3240,0.00015
6.3290,0.00015
6.3340,0.00015
6.3390,0.00015
6.3440,0.00015
6.3490,0.00015
6.3540,0.00014
6.3590,0.00014
6.3640,0.00014
6.3690,0.00014
6.3740,0.00014
6.3790,0.00014
6.3840,0.00014
6.3890,0.00014
6.3940,0.00013
6.3990,0.00013
6.4040,0.00013
6.4090,0.00013
6.4140,0.00013
6.4190,0.00013
6.4240,0.00013
6.4290,0.00013
6.4340,0.00013
6.4390,0.00012
6.4440,0.00012
6.4490,0.00012
6.4540,0.00012
6.4590,0.00012
6.4640,0.00012
6.4690,0.00012
6.4740,0.00012
6.4790,0.00012
6.4841,0.00012
6.4891,0.00011
6.4941,0.00011
6.4991,0.00011
6.5041,0.00011
6.5091,0.00011
6.5141,0.00011
6.5191,0.00011
6.5241,0.00011
6.5291,0.00011
6.5341,0.00011
6.5391,0.00010
6.5441,0.00010
6.5491,0.00010
6.5541,0.00010
6.5591,0.00010
6.5641,0.00010
6.5691,0.00010
6.5741,0.00010
6.5791,0.00010
6.5841,0.00010
6.5891,0.00010
6.5941,0.00010
6.5991,0.00009
6.6041,0.00009
6.6091,0.00009
6.6141,0.00009
6.6191,0.00009
6.6241,0.00009
6.6291,0.00009
6.6341,0.00009
6.6391,0.00009
6.6442,0.00009
6.6492,0.00009
6.6542,0.00009
6.6592,0.00009
6.6642,0.00008
6.6692,0.00008
6.6742,0.00008
6.6792,0.00008
6.6842,0.00008
6.6892,0.00008
6.6942,0.00008
6.6992,0.00008
6.7042,0.00008
6.7092,0.00008
6.7142,0.00008
6.7192,0.00008
6.7242,0.00008
6.7292,0.00008
6.7342,0.00007
6.7392,0.00007
6.7442,0.00007
6.7492,0.00007
6.7542,0.00007
6.7592,0.00007
6.7642,0.00007
6.7692,0.00007
6.7742,0.00007
6.7792,0.00007
6.7842,0.00007
6.7892,0.00007
6.7942,0.00007
6.7992,0.00007
6.8043,0.00007
6.8093,0.00007
6.8143,0.00007
6.8193,0.00006
6.8243,0.00006
6.8293,0.00006
6.8343,0.00006
6.8393,0.00006
6.8443,0.00006
6.8493,0.00006
6.8543,0.00006
6.8593,0.00006
6.8643,0.00006
6.8693,0.00006
6.8743,0.00006
6.8793,0.00006
6.8843,0.00006
6.8893,0.00006
6.8943,0.00006
6.8993,0.00006
6.9043,0.00006
6.9093,0.00006
6.9143,0.00005
6.9193,0.00005
6.9243,0.00005
6.9293,0.00005
6.9343,0.00005
6.9393,0.00005
6.9443,0.00005
6.9493,0.00005
6.9543,0.00005
6.9593,0.00005
6.9644,0.00005
6.9694,0.00005
6.9744,0.00005
6.9794,0.00005
6.9844,0.00005
