time_s,flow_Lps
1.8762,0.82111
1.8812,0.81784
1.8862,0.81458
1.8912,0.81133
1.8962,0.80810
1.9012,0.80488
1.9062,0.80167
1.9112,0.79847
1.9162,0.79529
1.9212,0.79212
1.9262,0.78896
1.9312,0.78581
1.9362,0.78268
1.9412,0.77956
1.9462,0.77645
1.9512,0.77335
1.9562,0.77027
1.9612,0.76720
1.9662,0.76414
1.9712,0.76109
1.9762,0.75806
1.9812,0.75504
1.9862,0.75203
1.9912,0.74903
1.9962,0.74604
2.0013,0.74307
2.0063,0.74010
2.0113,0.73715
2.0163,0.73421
2.0213,0.73129
2.0263,0.72837
2.0313,0.72547
2.0363,0.72258
2.0413,0.71969
2.0463,0.71682
2.0513,0.71397
2.0563,0.71112
2.0613,0.70828
2.0663,0.70546
2.0713,0.70265
2.0763,0.69985
2.0813,0.69706
2.0863,0.69428
2.0913,0.69151
2.0963,0.68875
2.1013,0.68601
2.1063,0.68327
2.1113,0.68055
2.1163,0.67783
2.1213,0.67513
2.1263,0.67244
2.1313,0.66976
2.1363,0.66709
2.1413,0.66443
2.1463,0.66178
2.1513,0.65914
2.1563,0.65651
2.1614,0.65389
2.1664,0.65129
2.1714,0.64869
2.1764,0.64610
2.1814,0.64353
2.1864,0.64096
2.1914,0.63841
2.1964,0.63586
2.2014,0.63333
2.2064,0.63080
2.2114,0.62829
2.2164,0.62578
2.2214,0.62329
2.2264,0.62080
2.2314,0.61833
2.2364,0.61586
2.2414,0.61340
2.2464,0.61096
2.2514,0.60852
2.2564,0.60610
2.2614,0.60368
2.2664,0.60127
2.2714,0.59888
2.2764,0.59649
2.2814,0.59411
2.2864,0.59174
2.2914,0.58938
2.2964,0.58703
2.3014,0.58469
2.3064,0.58236
2.3114,0.58004
2.3164,0.57773
2.3215,0.57542
2.3265,0.57313
2.3315,0.57084
2.3365,0.56857
2.3415,0.56630
2.3465,0.56404
2.3515,0.56179
2.3565,0.55955
2.3615,0.55732
2.3665,0.55510
2.3715,0.55289
2.3765,0.55068
2.3815,0.54849
2.3865,0.54630
2.3915,0.54412
2.3965,0.54195
2.4015,0.53979
2.4065,0.53764
2.4115,0.53550
2.4165,0.53336
2.4215,0.53123
2.4265,0.52912
2.4315,0.52701
2.4365,0.52491
2.4415,0.52281
2.4465,0.52073
2.4515,0.51865
2.4565,0.51658
2.4615,0.51452
2.4665,0.51247
2.4715,0.51043
2.4765,0.50839
2.4816,0.50637
2.4866,0.50435
2.4916,0.50234
2.4966,0.50034
2.5016,0.49834
2.5066,0.49635
2.5116,0.49437
2.5166,0.49240
2.5216,0.49044
2.5266,0.48848
2.5316,0.48654
2.5366,0.48460
2.5416,0.48267
2.5466,0.48074
2.5516,0.47882
2.5566,0.47691
2.5616,0.47501
2.5666,0.47312
2.5716,0.47123
2.5766,0.46935
2.5816,0.46748
2.5866,0.46562
2.5916,0.46376
2.5966,0.46191
2.6016,0.46007
2.6066,0.45824
2.6116,0.45641
2.6166,0.45459
2.6216,0.45278
2.6266,0.45097
2.6316,0.44917
2.6366,0.44738
2.6417,0.44560
2.6467,0.44382
2.6517,0.44205
2.6567,0.44029
2.6617,0.43854
2.6667,0.43679
2.6717,0.43505
2.6767,0.43331
2.6817,0.43158
2.6867,0.42986
2.6917,0.42815
2.6967,0.42644
2.7017,0.42474
2.7067,0.42305
2.7117,0.42136
2.7167,0.41968
2.7217,0.41801
2.7267,0.41634
2.7317,0.41468
2.7367,0.41303
2.7417,0.41138
2.7467,0.40974
2.7517,0.40811
2.7567,0.40648
2.7617,0.40486
2.7667,0.40325
2.7717,0.40164
2.7767,0.40004
2.7817,0.39844
2.7867,0.39685
2.7917,0.39527
2.7967,0.39369
2.8018,0.39213
2.8068,0.39056
2.8118,0.38900
2.8168,0.38745
2.8218,0.38591
2.8268,0.38437
2.8318,0.38284
2.8368,0.38131
2.8418,0.37979
2.8468,0.37828
2.8518,0.37677
2.8568,0.37527
2.8618,0.37377
2.8668,0.37228
2.8718,0.37080
2.8768,0.36932
2.8818,0.36784
2.8868,0.36638
2.8918,0.36492
2.8968,0.36346
2.9018,0.36201
2.9068,0.36057
2.9118,0.35913
2.9168,0.35770
2.9218,0.35627
2.9268,0.35485
2.9318,0.35344
2.9368,0.35203
2.9418,0.35063
2.9468,0.34923
2.9518,0.34784
2.9568,0.34645
2.9619,0.34507
2.9669,0.34369
2.9719,0.34232
2.9769,0.34096
2.9819,0.33960
2.9869,0.33824
2.9919,0.33689
2.9969,0.33555
3.0019,0.33421
3.0069,0.33288
3.0119,0.33155
3.0169,0.33023
3.0219,0.32892
3.0269,0.32760
3.0319,0.32630
3.0369,0.32500
3.0419,0.32370
3.0469,0.32241
3.0519,0.32112
3.0569,0.31984
3.0619,0.31857
3.0669,0.31730
3.0719,0.31603
3.0769,0.31477
3.0819,0.31352
3.0869,0.31227
3.0919,0.31102
3.0969,0.30978
3.1019,0.30855
3.1069,0.30732
3.1119,0.30609
3.1169,0.30487
3.1220,0.30366
3.1270,0.30245
3.1320,0.30124
3.1370,0.30004
3.1420,0.29884
3.1470,0.29765
3.1520,0.29646
3.1570,0.29528
3.1620,0.29411
3.1670,0.29293
3.1720,0.29176
3.1770,0.29060
3.1820,0.28944
3.1870,0.28829
3.1920,0.28714
3.1970,0.28599
3.2020,0.28485
3.2070,0.28372
3.2120,0.28259
3.2170,0.28146
3.2220,0.28034
3.2270,0.27922
3.2320,0.27811
3.2370,0.27700
3.2420,0.27589
3.2470,0.27479
3.2520,0.27370
3.2570,0.27261
3.2620,0.27152
3.2670,0.27044
3.2720,0.26936
3.2770,0.26829
3.2821,0.26722
3.2871,0.26615
3.2921,0.26509
3.2971,0.26403
3.3021,0.26298
3.3071,0.26193
3.3121,0.26089
3.3171,0.25985
3.3221,0.25881
3.3271,0.25778
3.3321,0.25675
3.3371,0.25573
3.3421,0.25471
3.3471,0.25369
3.3521,0.25268
3.3571,0.25167
3.3621,0.25067
3.3671,0.24967
3.3721,0.24868
3.3771,0.24768
3.3821,0.24670
3.3871,0.24571
3.3921,0.24473
3.3971,0.24376
3.4021,0.24279
3.4071,0.24182
3.4121,0.24085
3.4171,0.23989
3.4221,0.23894
3.4271,0.23798
3.4321,0.23703
3.4371,0.23609
3.4422,0.23515
3.4472,0.23421
3.4522,0.23328
3.4572,0.23235
3.4622,0.23142
3.4672,0.23050
3.4722,0.22958
3.4772,0.22866
3.4822,0.22775
3.4872,0.22684
3.4922,0.22594
3.4972,0.22504
3.5022,0.22414
3.5072,0.22325
3.5122,0.22236
3.5172,0.22147
3.5222,0.22059
3.5272,0.21971
3.5322,0.21883
3.5372,0.21796
3.5422,0.21709
3.5472,0.21623
3.5522,0.21536
3.5572,0.21450
3.5622,0.21365
3.5672,0.21280
3.5722,0.21195
3.5772,0.21110
3.5822,0.21026
3.5872,0.20942
3.5922,0.20859
3.5972,0.20776
3.6023,0.20693
3.6073,0.20610
3.6123,0.20528
3.6173,0.20446
3.6223,0.20365
3.6273,0.20284
3.6323,0.20203
3.6373,0.20122
3.6423,0.20042
3.6473,0.19962
3.6523,0.19883
3.6573,0.19803
3.6623,0.19724
3.6673,0.19646
3.6723,0.19567
3.6773,0.19489
3.6823,0.19412
3.6873,0.19334
3.6923,0.19257
3.6973,0.19180
3.7023,0.19104
3.7073,0.19028
3.7123,0.18952
3.7173,0.18876
3.7223,0.18801
3.7273,0.18726
3.7323,0.18651
3.7373,0.18577
3.7423,0.18503
3.7473,0.18429
3.7523,0.18356
3.7573,0.18282
3.7624,0.18210
3.7674,0.18137
3.7724,0.18065
3.7774,0.17993
3.7824,0.17921
3.7874,0.17849
3.7924,0.17778
3.7974,0.17707
3.8024,0.17637
3.8074,0.17567
3.8124,0.17496
3.8174,0.17427
3.8224,0.17357
3.8274,0.17288
3.8324,0.17219
3.8374,0.17150
3.8424,0.17082
3.8474,0.17014
3.8524,0.16946
3.8574,0.16879
3.8624,0.16811
3.8674,0.16744
3.8724,0.16677
3.8774,0.16611
3.8824,0.16545
3.8874,0.16479
3.8924,0.16413
3.8974,0.16348
3.9024,0.16282
3.9074,0.16218
3.9124,0.16153
3.9174,0.16088
3.9225,0.16024
3.9275,0.15960
3.9325,0.15897
3.9375,0.15833
3.9425,0.15770
3.9475,0.15707
3.9525,0.15645
3.9575,0.15582
3.9625,0.15520
3.9675,0.15458
3.9725,0.15397
3.9775,0.15335
3.9825,0.15274
3.9875,0.15213
3.9925,0.15153
3.9975,0.15092
4.0025,0.15032
4.0075,0.14972
4.0125,0.14912
4.0175,0.14853
4.0225,0.14794
4.0275,0.14735
4.0325,0.14676
4.0375,0.14618
4.0425,0.14559
4.0475,0.14501
4.0525,0.14443
4.0575,0.14386
4.0625,0.14328
4.0675,0.14271
4.0725,0.14214
4.0775,0.14158
4.0826,0.14101
4.0876,0.14045
4.0926,0.13989
4.0976,0.13933
4.1026,0.13878
4.1076,0.13822
4.1126,0.13767
4.1176,0.13712
4.1226,0.13658
4.1276,0.13603
4.1326,0.13549
4.1376,0.13495
4.1426,0.13441
4.1476,0.13388
4.1526,0.13334
4.1576,0.13281
4.1626,0.13228
4.1676,0.13175
4.1726,0.13123
4.1776,0.13071
4.1826,0.13018
4.1876,0.12967
4.1926,0.12915
4.1976,0.12863
4.2026,0.12812
4.2076,0.12761
4.2126,0.12710
4.2176,0.12659
4.2226,0.12609
4.2276,0.12559
4.2326,0.12509
4.2376,0.12459
4.2427,0.12409
4.2477,0.12360
4.2527,0.12310
4.2577,0.12261
4.2627,0.12212
4.2677,0.12164
4.2727,0.12115
4.2777,0.12067
4.2827,0.12019
4.2877,0.11971
4.2927,0.11923
4.2977,0.11876
4.3027,0.11828
4.3077,0.11781
4.3127,0.11734
4.3177,0.11687
4.3227,0.11641
4.3277,0.11594
4.3327,0.11548
4.3377,0.11502
4.3427,0.11456
4.3477,0.11410
4.3527,0.11365
4.3577,0.11320
4.3627,0.11275
4.3677,0.11230
4.3727,0.11185
4.3777,0.11140
4.3827,0.11096
4.3877,0.11052
4.3927,0.11007
4.3977,0.10964
4.4028,0.10920
4.4078,0.10876
4.4128,0.10833
4.4178,0.10790
4.4228,0.10747
4.4278,0.10704
4.4328,0.10661
4.4378,0.10619
4.4428,0.10576
4.4478,0.10534
4.4528,0.10492
4.4578,0.10450
4.4628,0.10409
4.4678,0.10367
4.4728,0.10326
4.4778,0.10285
4.4828,0.10244
4.4878,0.10203
4.4928,0.10162
4.4978,0.10122
4.5028,0.10081
4.5078,0.10041
4.5128,0.10001
4.5178,0.09961
4.5228,0.09921
4.5278,0.09882
4.5328,0.09843
4.5378,0.09803
4.5428,0.09764
4.5478,0.09725
4.5528,0.09687
4.5578,0.09648
4.5629,0.09609
4.5679,0.09571
4.5729,0.09533
4.5779,0.09495
4.5829,0.09457
4.5879,0.09419
4.5929,0.09382
4.5979,0.09344
4.6029,0.09307
4.6079,0.09270
4.6129,0.09233
4.6179,0.09196
4.6229,0.09160
4.6279,0.09123
4.6329,0.09087
4.6379,0.09050
4.6429,0.09014
4.6479,0.08978
4.6529,0.08943
4.6579,0.08907
4.6629,0.08871
4.6679,0.08836
4.6729,0.08801
4.6779,0.08766
4.6829,0.08731
4.6879,0.08696
4.6929,0.08661
4.6979,0.08627
4.7029,0.08592
4.7079,0.08558
4.7129,0.08524
4.7179,0.08490
4.7230,0.08456
4.7280,0.08423
4.7330,0.08389
4.7380,0.08355
4.7430,0.08322
4.7480,0.08289
4.7530,0.08256
4.7580,0.08223
4.7630,0.08190
4.7680,0.08158
4.7730,0.08125
4.7780,0.08093
4.7830,0.08060
4.7880,0.08028
4.7930,0.07996
4.7980,0.07964
4.8030,0.07933
4.8080,0.07901
4.8130,0.07869
4.8180,0.07838
4.8230,0.07807
4.8280,0.07776
4.8330,0.07745
4.8380,0.07714
4.8430,0.07683
4.8480,0.07652
4.8530,0.07622
4.8580,0.07592
4.8630,0.07561
4.8680,0.07531
4.8730,0.07501
4.8780,0.07471
4.8831,0.07441
4.8881,0.07412
4.8931,0.07382
4.8981,0.07353
4.9031,0.07323
4.9081,0.07294
4.9131,0.07265
4.9181,0.07236
4.9231,0.07207
4.9281,0.07179
4.9331,0.07150
4.9381,0.07121
4.9431,0.07093
4.9481,0.07065
4.9531,0.07037
4.9581,0.07009
4.9631,0.06981
4.9681,0.06953
4.9731,0.06925
4.9781,0.06897
4.9831,0.06870
4.9881,0.06843
4.9931,0.06815
4.9981,0.06788
5.0031,0.06761
5.0081,0.06734
5.0131,0.06707
5.0181,0.06681
5.0231,0.06654
5.0281,0.06627
5.0331,0.06601
5.0381,0.06575
5.0432,0.06548
5.0482,0.06522
5.0532,0.06496
5.0582,0.06470
5.0632,0.06445
5.0682,0.06419
5.0732,0.06393
5.0782,0.06368
5.0832,0.06342
5.0882,0.06317
5.0932,0.06292
5.0982,0.06267
5.1032,0.06242
5.1082,0.06217
5.1132,0.06192
5.1182,0.06168
5.1232,0.06143
5.1282,0.06118
5.1332,0.06094
5.1382,0.06070
5.1432,0.06046
5.1482,0.06021
5.1532,0.05997
5.1582,0.05974
5.1632,0.05950
5.1682,0.05926
5.1732,0.05902
5.1782,0.05879
5.1832,0.05855
5.1882,0.05832
5.1932,0.05809
5.1982,0.05786
5.2033,0.05763
5.2083,0.05740
5.2133,0.05717
5.2183,0.05694
5.2233,0.05671
5.2283,0.05649
5.2333,0.05626
5.2383,0.05604
5.2433,0.05581
5.2483,0.05559
5.2533,0.05537
5.2583,0.05515
5.2633,0.05493
5.2683,0.05471
5.2733,0.05449
5.2783,0.05427
5.2833,0.05406
5.2883,0.05384
5.2933,0.05363
5.2983,0.05341
5.3033,0.05320
5.3083,0.05299
5.3133,0.05278
5.3183,0.05257
5.3233,0.05236
5.3283,0.05215
5.3333,0.05194
5.3383,0.05173
5.3433,0.05153
5.3483,0.05132
5.3533,0.05112
5.3583,0.05091
5.3634,0.05071
5.3684,0.05051
5.3734,0.05031
5.3784,0.05011
5.3834,0.04991
5.3884,0.04971
5.3934,0.04951
5.3984,0.04931
5.4034,0.04911
5.4084,0.04892
5.4134,0.04872
5.4184,0.04853
5.4234,0.04834
5.4284,0.04814
5.4334,0.04795
5.4384,0.04776
5.4434,0.04757
5.4484,0.04738
5.4534,0.04719
5.4584,0.04700
5.4634,0.04682
5.4684,0.04663
5.4734,0.04644
5.4784,0.04626
5.4834,0.04607
5.4884,0.04589
5.4934,0.04571
5.4984,0.04552
5.5034,0.04534
5.5084,0.04516
5.5134,0.04498
5.5184,0.04480
5.5235,0.04462
5.5285,0.04445
5.5335,0.04427
5.5385,0.04409
5.5435,0.04392
5.5485,0.04374
5.5535,0.04357
5.5585,0.04339
5.5635,0.04322
5.5685,0.04305
5.5735,0.04288
5.5785,0.04271
5.5835,0.04254
5.5885,0.04237
5.5935,0.04220
5.5985,0.04203
5.6035,0.04186
5.6085,0.04169
5.6135,0.04153
5.6185,0.04136
5.6235,0.04120
5.6285,0.04103
5.6335,0.04087
5.6385,0.04071
5.6435,0.04054
5.6485,0.04038
5.6535,0.04022
5.6585,0.04006
5.6635,0.03990
5.6685,0.03974
5.6735,0.03958
5.6785,0.03943
5.6836,0.03927
5.6886,0.03911
5.6936,0.03896
5.6986,0.03880
5.7036,0.03865
5.7086,0.03849
5.7136,0.03834
5.7186,0.03819
5.7236,0.03803
5.7286,0.03788
5.7336,0.03773
5.7386,0.03758
5.7436,0.03743
5.7486,0.03728
5.7536,0.03713
5.7586,0.03699
5.7636,0.03684
5.7686,0.03669
5.7736,0.03654
5.7786,0.03640
5.7836,0.03625
5.7886,0.03611
5.7936,0.03597
5.7986,0.03582
5.8036,0.03568
5.8086,0.03554
5.8136,0.03539
5.8186,0.03525
5.8236,0.03511
5.8286,0.03497
5.8336,0.03483
5.8386,0.03469
5.8437,0.03456
5.8487,0.03442
5.8537,0.03428
5.8587,0.03414
5.8637,0.03401
5.8687,0.03387
5.8737,0.03374
5.8787,0.03360
5.8837,0.03347
5.8887,0.03334
5.8937,0.03320
5.8987,0.03307
5.9037,0.03294
5.9087,0.03281
5.9137,0.03268
5.9187,0.03255
5.9237,0.03242
5.9287,0.03229
5.9337,0.03216
5.9387,0.03203
5.9437,0.03190
5.9487,0.03178
5.9537,0.03165
5.9587,0.03152
5.9637,0.03140
5.9687,0.03127
5.9737,0.03115
5.9787,0.03102
5.9837,0.03090
5.9887,0.03078
5.9937,0.03065
5.9987,0.03053
6.0038,0.03041
6.0088,0.03029
6.0138,0.03017
6.0188,0.03005
6.0238,0.02993
6.0288,0.02981
6.0338,0.02969
6.0388,0.02957
6.0438,0.02945
6.0488,0.02934
6.0538,0.02922
6.0588,0.02910
6.0638,0.02899
6.0688,0.02887
6.0738,0.02876
6.0788,0.02864
6.0838,0.02853
6.0888,0.02841
6.0938,0.02830
6.0988,0.02819
6.1038,0.02807
6.1088,0.02796
6.1138,0.02785
6.1188,0.02774
6.1238,0.02763
6.1288,0.02752
6.1338,0.02741
6.1388,0.02730
6.1438,0.02719
6.1488,0.02708
6.1538,0.02697
6.1588,0.02687
6.1639,0.02676
6.1689,0.02665
6.1739,0.02655
6.1789,0.02644
6.1839,0.02634
6.1889,0.02623
6.1939,0.02613
6.1989,0.02602
6.2039,0.02592
6.2089,0.02582
6.2139,0.02571
6.2189,0.02561
6.2239,0.02551
6.2289,0.02541
6.2339,0.02530
6.2389,0.02520
6.2439,0.02510
6.2489,0.02500
6.2539,0.02490
6.2589,0.02480
6.2639,0.02471
6.2689,0.02461
6.2739,0.02451
6.2789,0.02441
6.2839,0.02431
6.2889,0.02422
6.2939,0.02412
6.2989,0.02402
6.3039,0.02393
6.3089,0.02383
6.3139,0.02374
6.3189,0.02364
6.3240,0.02355
6.3290,0.02345
6.3340,0.02336
6.3390,0.02327
6.3440,0.02318
6.3490,0.02308
6.3540,0.02299
6.3590,0.02290
6.3640,0.02281
6.3690,0.02272
6.3740,0.02263
6.3790,0.02254
6.3840,0.02245
6.3890,0.02236
6.3940,0.02227
6.3990,0.02218
6.4040,0.02209
6.4090,0.02200
6.4140,0.02191
6.4190,0.02183
6.4240,0.02174
6.4290,0.02165
6.4340,0.02157
6.4390,0.02148
6.4440,0.02140
6.4490,0.02131
6.4540,0.02123
6.4590,0.02114
6.4640,0.02106
6.4690,0.02097
6.4740,0.02089
6.4790,0.02081
6.4841,0.02072
6.4891,0.02064
6.4941,0.02056
6.4991,0.02048
6.5041,0.02039
6.5091,0.02031
6.5141,0.02023
6.5191,0.02015
6.5241,0.02007
6.5291,0.01999
6.5341,0.01991
6.5391,0.01983
6.5441,0.01975
6.5491,0.01967
6.5541,0.01960
6.5591,0.01952
6.5641,0.01944
6.5691,0.01936
6.5741,0.01928
6.5791,0.01921
6.5841,0.01913
6.5891,0.01906
6.5941,0.01898
6.5991,0.01890
6.6041,0.01883
6.6091,0.01875
6.6141,0.01868
6.6191,0.01860
6.6241,0.01853
6.6291,0.01846
6.6341,0.01838
6.6391,0.01831
6.6442,0.01824
6.6492,0.01816
6.6542,0.01809
6.6592,0.01802
6.6642,0.01795
6.6692,0.01788
6.6742,0.01780
6.6792,0.01773
6.6842,0.01766
6.6892,0.01759
6.6942,0.01752
6.6992,0.01745
6.7042,0.01738
6.7092,0.01731
6.7142,0.01724
6.7192,0.01718
6.7242,0.01711
6.7292,0.01704
6.7342,0.01697
6.7392,0.01690
6.7442,0.01684
6.7492,0.01677
6.7542,0.01670
6.7592,0.01663
6.7642,0.01657
6.7692,0.01650
6.7742,0.01644
6.7792,0.01637
6.7842,0.01631
6.7892,0.01624
6.7942,0.01618
6.7992,0.01611
6.8043,0.01605
6.8093,0.01598
6.8143,0.01592
6.8193,0.01586
6.8243,0.01579
6.8293,0.01573
6.8343,0.01567
6.8393,0.01560
6.8443,0.01554
6.8493,0.01548
6.8543,0.01542
6.8593,0.01536
6.8643,0.01530
6.8693,0.01524
6.8743,0.01517
6.8793,0.01511
6.8843,0.01505
6.8893,0.01499
6.8943,0.01493
6.8993,0.01487
6.9043,0.01482
6.9093,0.01476
6.9143,0.01470
6.9193,0.01464
6.9243,0.01458
6.9293,0.01452
6.9343,0.01446
6.9393,0.01441
6.9443,0.01435
6.9493,0.01429
6.9543,0.01423
6.9593,0.01418
6.9644,0.01412
6.9694,0.01407
6.9744,0.01401
6.9794,0.01395
6.9844,0.01390
